0.120625	1.5343674	3.99151349	0.598130849660803
0.1206875	1.4364702	3.98912001	0.598130925743125
0.12075	1.4406117	3.98906279	0.598130996971168
0.1208125	1.5390936	3.99143434	0.59813106840457
0.120875	1.5919826	3.99291325	0.598131144721243
0.1209375	1.6084998	3.99349046	0.598131223660441
0.121	1.6428374	3.99445653	0.598131303418652
0.1210625	1.5725176	3.99289727	0.59813138487951
0.121125	1.3323975	3.98695922	0.598131462853527
0.1211875	1.1631817	3.98228669	0.598131528921077
0.12125	1.2938695	3.9849627	0.598131586597983
0.1213125	1.5317607	3.99080348	0.598131650755105
0.121375	1.548765	3.99162436	0.598131726708172
0.1214375	1.3997451	3.98813224	0.598131803504406
0.1215	1.3912185	3.98773146	0.598131872911418
0.1215625	1.5302016	3.99103856	0.598131941895635
0.121625	1.5852954	3.99265122	0.598132017771394
0.1216875	1.5118207	3.99105191	0.598132096379004
0.12175	1.4599914	3.98969865	0.598132171343337
0.1218125	1.4498082	3.98936605	0.59813224373769
0.121875	1.4082717	3.98829913	0.598132315627105
0.1219375	1.4118284	3.9882772	0.598132385456913
0.122	1.5554279	3.99171329	0.598132455463081
0.1220625	1.6952515	3.9954164	0.598132532589698
0.122125	1.6624607	3.99502659	0.598132616649532
0.1221875	1.5645148	3.99273157	0.59813269908342
0.12225	1.5628582	3.99258804	0.598132776660615
0.1223125	1.5491183	3.99226403	0.598132854155666
0.122375	1.3715831	3.98787522	0.598132930969418
0.1224375	1.2245973	3.98391151	0.598132998980005
0.1225	1.3779901	3.98718572	0.598133059702232
0.1225625	1.6791728	3.99466348	0.598133128030512
0.122625	1.7707603	3.99750662	0.598133211293077
0.1226875	1.6180007	3.99421406	0.598133299097051
0.12275	1.477824	3.99066091	0.598133379326369
0.1228125	1.4460808	3.98966455	0.59813345260496
0.122875	1.414021	3.988729	0.59813352430955
0.1229375	1.3607665	3.98723698	0.598133594424439
0.123	1.3433114	3.98660111	0.598133661898679
0.1230625	1.2784608	3.98488855	0.598133728507401
0.123125	1.1038734	3.98038268	0.598133791900474
0.1231875	0.9935639	3.9771781	0.598133846636551
0.12325	1.1083802	3.97951674	0.598133895902879
0.1233125	1.2848801	3.9838202	0.598133950862427
0.123375	1.2989246	3.98442674	0.598134014573805
0.1234375	1.2725775	3.98385191	0.598134078981586
0.1235	1.4429382	3.98802257	0.598134142082934
0.1235625	1.6915119	3.99444437	0.598134213631696
0.123625	1.7573005	3.99674654	0.598134297506101
0.1236875	1.6858723	3.99541998	0.598134384642665
0.12375	1.7145215	3.99626279	0.598134468237427
0.1238125	1.8178635	3.99899626	0.598134553252774
0.123875	1.7730016	3.99821663	0.598134643392382
0.1239375	1.5794119	3.99358559	0.598134731307492
0.124	1.4532554	3.99019074	0.598134809623366
0.1240625	1.4477618	3.989712	0.598134881683711
0.124125	1.4890547	3.99055386	0.598134953471654
0.1241875	1.5924211	3.99307036	0.598135027307125
0.12425	1.7481283	3.99709725	0.598135106268066
0.1243125	1.7605894	3.99778795	0.598135192949822
0.124375	1.5045122	3.99170113	0.598135280249467
0.1244375	1.2415043	3.98488736	0.598135354851405
0.1245	1.2704458	3.98494816	0.598135416411973
0.1245625	1.4537061	3.98917246	0.59813547940762
0.124625	1.4884945	3.99020672	0.598135551490313
0.1246875	1.4019986	3.98819184	0.598135625298006
0.12475	1.430526	3.98873162	0.598135694816759
0.1248125	1.5537714	3.99179983	0.598135765750057
0.124875	1.5524681	3.99200439	0.598135842794535
0.1249375	1.4312324	3.9891274	0.598135919774389
0.125	1.3796224	3.98768163	0.598135990742713
0.1250625	1.4016088	3.98804331	0.598136059151932
0.125125	1.3653709	3.9870882	0.598136128651357
0.1251875	1.3064158	3.98555112	0.598136196353909
0.12525	1.334858	3.98605299	0.598136261133144
0.1253125	1.3835447	3.98719668	0.5981363273227
0.125375	1.3508149	3.98645854	0.598136395926408
0.1254375	1.3530682	3.98645973	0.598136462907193
0.1255	1.497289	3.98993993	0.59813652999971
0.1255625	1.5787786	3.99222994	0.598136604243482
0.125625	1.4006222	3.98813343	0.598136682527954
0.1256875	1.1714403	3.98226118	0.598136751978457
0.12575	1.2194935	3.98289943	0.59813681006487
0.1258125	1.4668004	3.98883629	0.598136870534023
0.125875	1.5740767	3.99185705	0.598136943266004
0.1259375	1.4792614	3.98988008	0.598137021317329
0.126	1.40519	3.98803973	0.598137094667195
0.1260625	1.4307209	3.98855734	0.598137164344195
0.126125	1.4698456	3.98951602	0.598137235287157
0.1261875	1.5427234	3.99136734	0.598137308170135
0.12625	1.7166896	3.99582815	0.598137384666793
0.1263125	1.8650763	3.99994993	0.598137469789646
0.126375	1.8313355	3.99961758	0.598137562270323
0.1264375	1.7125482	3.99692917	0.598137653077946
0.1265	1.6678202	3.99576473	0.598137737995446
0.1265625	1.5998757	3.99403501	0.598137820695087
0.126625	1.391584	3.98878384	0.598137900025668
0.1266875	1.226193	3.98425865	0.598137969028008
0.12675	1.3264653	3.98615289	0.598138029829359
0.1268125	1.5367183	3.99125171	0.598138095602758
0.126875	1.5537104	3.99199104	0.598138171801651
0.1269375	1.4337661	3.98917365	0.598138248843104
0.127	1.4592727	3.98964024	0.598138319937064
0.1270625	1.6214358	3.99360514	0.59813839229578
0.127125	1.6707437	3.99514842	0.598138472695429
0.1271875	1.5467918	3.99234056	0.598138555540033
0.12725	1.4001593	3.98861337	0.598138632238424
0.1273125	1.2881202	3.98553514	0.598138701665975
0.127375	1.1929029	3.98283362	0.598138765538015
0.1274375	1.2106503	3.98289323	0.59813882468866
